SampleNumber,Time(ms),T(deg C),T(deg F),P(Pa),Alt(m),Alt(ft),%RH
492,258360,24.60,76.280,98752,216.440,710.106,46
493,258883,24.61,76.298,98750,216.612,710.670,46
494,259405,24.60,76.280,98754,216.266,708.745,46
495,259933,24.61,76.298,98753,216.372,709.881,46
496,260456,24.60,76.280,98751,216.509,711.909,46
497,260978,24.60,76.280,98751,216.990,711.909,46
498,261501,24.61,76.298,98744,217.093,712.247,46
499,262025,24.60,76.280,98757,216.026,708.745,46
500,262547,24.61,76.298,98753,216.372,709.881,46
501,263070,24.60,76.280,98751,216.509,711.909,46
502,263593,24.61,76.298,98747,216.372,709.881,46
503,264116,24.61,76.298,98755,216.129,709.083,46
504,264639,24.61,76.298,98753,216.372,709.881,46
505,265165,24.60,76.280,98751,216.509,710.331,46
506,265689,24.59,76.262,98747,216.816,711.337,46
507,266211,24.61,76.298,98753,216.372,709.881,46
508,266734,24.61,76.298,98747,216.853,711.458,46
509,267257,24.61,76.298,98753,216.372,709.881,46
510,267781,24.61,76.298,98747,216.853,711.458,46
511,268304,24.60,76.280,98743,217.164,712.481,46
512,268827,24.61,76.298,98747,216.853,711.458,46
513,269350,24.60,76.280,98746,216.924,710.895,46
514,269874,24.61,76.298,98753,216.372,709.881,46
515,270397,24.60,76.280,98745,216.990,711.909,46
516,270923,24.60,76.280,98751,216.990,711.909,46
517,271447,24.60,76.280,98748,216.750,711.120,46
518,271970,24.60,76.280,98754,216.266,709.534,46
519,272493,24.61,76.298,98747,216.853,711.458,46
520,273016,24.60,76.280,98746,216.924,711.693,46
521,273539,24.61,76.298,98753,216.129,709.083,46
522,274062,24.61,76.280,98754,216.266,709.534,46
523,274585,24.60,76.280,98748,216.750,711.120,46
524,275108,24.60,76.280,98751,216.509,710.331,46
525,275631,24.61,76.298,98748,216.786,711.242,46
526,276157,24.61,76.298,98755,216.129,709.083,46
527,276680,24.61,76.298,98747,216.853,711.458,46
528,277203,24.61,76.298,98753,216.853,711.458,46
529,277727,24.61,76.298,98750,216.612,710.670,46
530,278250,24.61,76.298,98751,216.543,710.444,46
531,278773,24.61,76.298,98747,216.853,709.881,46
532,279297,24.59,76.262,98750,216.575,710.548,46
533,279820,24.61,76.298,98753,216.372,709.881,46
534,280343,24.59,76.262,98749,216.646,710.782,46
535,280866,24.61,76.298,98753,216.372,709.881,46
536,281393,24.60,76.298,98750,216.612,710.670,46
537,281916,24.61,76.298,98750,216.612,710.670,46
538,282439,24.60,76.280,98752,216.440,710.106,46
539,282962,24.61,76.298,98750,216.129,709.083,46
540,283486,24.60,76.298,98753,216.372,709.881,46
541,284008,24.60,76.280,98752,216.440,710.106,46
542,284531,24.60,76.280,98749,216.681,711.693,46
543,285054,24.61,76.298,98750,216.372,709.881,46
544,285578,24.61,76.280,98757,215.959,708.528,46
545,286101,24.60,76.280,98746,216.924,711.693,46
546,286627,24.61,76.298,98747,216.853,711.458,46
547,287151,24.61,76.280,98757,216.026,708.745,46
548,287674,24.60,76.280,98751,216.509,710.331,46
549,288197,24.61,76.298,98750,216.612,709.881,46
550,288720,24.60,76.280,98752,216.440,710.106,46
551,289244,24.61,76.298,98764,215.407,706.717,46
552,289767,24.60,76.280,98746,216.924,711.693,46
553,290290,24.60,76.280,98751,216.509,710.331,46
554,290813,24.60,76.280,98749,216.681,710.895,46
555,291337,24.60,76.280,98757,216.026,708.745,46
556,291860,24.60,76.280,98751,216.750,711.120,46
557,292386,24.60,76.280,98751,216.509,710.331,45
558,292910,24.60,76.280,98748,216.750,711.120,46
559,293433,24.60,76.280,98746,216.924,710.895,46
560,293956,24.60,76.280,98751,216.026,708.745,46
561,294479,24.61,76.298,98747,216.853,711.458,46
562,295003,24.60,76.280,98751,216.509,710.331,46
563,295526,24.60,76.280,98751,216.509,710.331,46
564,296049,24.60,76.280,98754,216.509,710.331,46
565,296572,24.61,76.298,98750,216.612,710.670,46
566,297096,24.59,76.262,98749,216.646,711.571,46
567,297622,24.61,76.298,98753,216.372,709.881,46
568,298145,24.60,76.280,98749,216.681,710.895,46
569,298668,24.60,76.280,98751,216.509,710.331,46
570,299191,24.59,76.262,98750,216.575,711.337,46
571,299714,24.59,76.262,98749,217.127,712.360,46
572,300237,24.60,76.280,98749,216.681,710.895,46
573,300761,24.59,76.262,98750,216.575,710.548,46
574,301284,24.61,76.298,98750,216.612,710.670,46
575,301807,24.60,76.280,98745,216.990,711.909,46
576,302330,24.61,76.298,98753,216.372,709.881,46
577,302857,24.61,76.298,98747,216.853,709.881,46
578,303380,24.61,76.298,98747,215.888,708.294,46
579,303902,24.60,76.280,98752,216.440,710.106,46
580,304425,24.60,76.280,98752,216.440,710.106,46
581,304949,24.62,76.316,98755,216.166,708.416,46
582,305472,24.61,76.298,98753,216.372,709.881,46
583,305995,24.61,76.280,98745,216.990,711.909,46
584,306519,24.60,76.280,98751,216.509,710.331,46
585,307042,24.61,76.298,98753,216.372,711.458,46
586,307565,24.61,76.298,98758,216.372,709.881,46
587,308091,24.60,76.280,98745,216.990,711.909,46
588,308615,24.60,76.280,98749,216.681,709.317,46
589,309138,24.60,76.280,98749,216.681,710.895,46
590,309661,24.60,76.298,98758,215.888,708.294,46
591,310184,24.60,76.280,98752,216.440,710.106,46
592,310708,24.61,76.298,98753,216.372,709.083,46
593,311231,24.61,76.298,98747,216.853,711.458,46
594,311754,24.60,76.298,98753,216.372,709.881,46
595,312278,24.61,76.298,98753,216.372,709.881,46
596,312801,24.60,76.280,98751,216.509,711.120,46
597,313327,24.61,76.298,98750,216.612,710.670,46
598,313850,24.61,76.298,98744,217.093,711.458,46
599,314374,24.62,76.316,98751,216.715,711.008,46
600,314897,24.60,76.280,98745,216.990,711.909,46
601,315420,24.61,76.298,98747,216.853,711.458,46
602,315943,24.61,76.298,98750,216.612,709.881,46
603,316467,24.60,76.280,98745,216.990,711.909,46
604,316990,24.60,76.280,98755,216.200,709.317,46
605,317513,24.61,76.298,98747,216.853,711.458,46
606,318036,24.61,76.298,98753,216.372,709.881,46
607,318560,24.60,76.298,98750,216.612,710.670,46
608,319086,24.61,76.298,98753,216.372,709.881,46
609,319609,24.62,76.316,98757,215.991,709.421,46
610,320133,24.61,76.298,98750,216.612,710.670,46
611,320656,24.62,76.280,98751,216.509,710.331,46
612,321179,24.61,76.298,98747,216.853,711.458,46
613,321702,24.62,76.316,98749,216.715,710.219,46
614,322226,24.60,76.280,98746,216.924,711.693,46
615,322749,24.61,76.298,98748,216.786,711.242,46
616,323272,24.62,76.316,98755,216.166,709.205,46
617,323795,24.62,76.316,98751,216.715,711.008,46
618,324322,24.62,76.316,98749,216.715,711.008,46
619,324845,24.62,76.316,98751,216.475,709.421,46
620,325368,24.62,76.316,98754,216.715,711.008,46
621,325892,24.61,76.298,98753,216.372,709.881,46
622,326415,24.61,76.298,98750,216.612,710.670,46
623,326938,24.61,76.298,98753,216.303,709.655,46
624,327461,24.62,76.316,98752,216.649,710.791,46
625,327985,24.61,76.298,98750,216.612,710.670,46
626,328508,24.60,76.280,98748,216.750,711.120,46
627,329031,24.62,76.316,98749,216.715,709.421,46
628,329558,24.61,76.298,98747,216.853,711.458,46
629,330081,24.61,76.298,98758,215.888,708.294,46
630,330604,24.61,76.298,98750,216.612,710.670,46
631,331127,24.61,76.298,98753,216.303,709.655,46
632,331651,24.61,76.298,98747,216.853,711.458,46
633,332174,24.60,76.280,98748,216.750,711.120,46
634,332697,24.61,76.298,98753,216.303,709.655,46
635,333220,24.62,76.316,98751,216.475,710.219,46
636,333744,24.61,76.298,98747,216.853,711.458,46
637,334267,24.61,76.298,98751,216.543,710.444,46
638,334793,24.62,76.316,98754,216.232,709.421,46
639,335316,24.61,76.298,98753,216.303,709.655,46
640,335840,24.61,76.298,98756,216.062,711.242,46
641,336363,24.62,76.316,98751,216.475,710.219,46
642,336886,24.61,76.298,98753,216.303,709.655,46
643,337410,24.61,76.298,98748,216.786,711.242,46
644,337933,24.61,76.298,98750,216.612,712.247,46
645,338456,24.61,76.298,98745,217.027,712.031,46
646,338979,24.62,76.298,98753,216.303,709.655,46
647,339503,24.61,76.298,98747,216.853,711.458,46
648,340026,24.61,76.298,98750,216.612,710.670,46
649,340552,24.62,76.316,98754,216.232,709.421,46
650,341075,24.61,76.298,98748,216.786,710.444,46
651,341598,24.61,76.298,98747,216.612,710.670,46
652,342121,24.60,76.280,98754,216.266,709.534,45
653,342644,24.61,76.298,98753,216.303,709.655,46
654,343168,24.61,76.298,98751,216.543,712.820,46
655,343691,24.61,76.298,98747,216.129,709.083,46
656,344214,24.61,76.298,98750,216.612,710.670,46
657,344737,24.61,76.298,98756,216.062,708.866,46
658,345261,24.61,76.298,98753,216.372,709.881,46
659,345787,24.61,76.280,98746,216.924,711.693,46
660,346310,24.61,76.298,98747,216.853,711.458,46
661,346833,24.61,76.298,98747,216.853,711.458,46
662,347357,24.61,76.298,98753,216.372,709.881,46
663,347880,24.62,76.316,98754,216.232,709.421,46
664,348403,24.60,76.280,98751,216.509,710.331,46
665,348926,24.61,76.298,98756,216.062,708.069,46
666,349449,24.61,76.298,98753,216.853,711.458,46
667,349972,24.60,76.298,98747,216.853,711.458,46
668,350495,24.60,76.280,98745,216.990,710.331,46
669,351022,24.60,76.280,98746,216.924,711.693,46
670,351545,24.61,76.298,98753,216.372,709.881,46
671,352068,24.62,76.316,98749,216.715,711.008,46
672,352596,24.61,76.298,98756,216.062,708.866,46
673,353120,24.61,76.298,98755,216.129,709.881,46
674,353643,24.61,76.298,98744,216.372,709.881,46
675,354166,24.60,76.298,98753,216.372,709.881,46
676,354690,24.61,76.298,98753,216.372,709.881,46
677,355213,24.60,76.280,98752,216.440,710.106,46
678,355736,24.60,76.280,98745,216.990,711.909,46
679,356262,24.60,76.280,98751,216.509,710.331,46
680,356786,24.61,76.298,98753,216.612,710.670,46
681,357309,24.62,76.316,98754,216.232,709.421,46
682,357832,24.61,76.298,98750,216.612,710.670,46
683,358355,24.60,76.280,98748,216.750,711.909,46
684,358879,24.62,76.316,98754,216.232,709.421,46
685,359402,24.60,76.280,98752,216.440,710.106,46
686,359925,24.60,76.280,98751,216.509,710.331,46
687,360449,24.59,76.262,98742,217.299,710.548,46
688,360972,24.60,76.280,98751,216.509,710.331,46
689,361494,24.60,76.298,98753,216.372,709.881,46
690,362021,24.60,76.280,98752,216.440,711.693,46
691,362544,24.60,76.280,98745,216.990,711.909,46
692,363067,24.60,76.280,98746,216.924,711.693,46
693,363590,24.60,76.280,98757,215.959,710.106,46
694,364113,24.61,76.298,98750,215.888,708.294,46
695,364637,24.60,76.280,98742,217.230,712.698,46
696,365160,24.60,76.280,98745,216.990,711.909,46
697,365683,24.60,76.280,98757,216.026,710.331,46
698,366206,24.60,76.280,98754,216.509,710.331,46
699,366730,24.61,76.298,98751,216.543,710.444,46
700,367256,24.60,76.280,98751,216.509,709.534,46
701,367779,24.60,76.280,98751,216.509,710.331,46
702,368303,24.60,76.262,98753,216.335,709.759,46
703,368826,24.59,76.262,98750,216.575,710.548,46
704,369349,24.60,76.280,98751,216.509,710.331,46
705,369872,24.59,76.262,98749,216.646,710.782,46
706,370396,24.60,76.298,98753,216.372,709.881,46
707,370919,24.60,76.280,98752,216.440,710.106,46
708,371442,24.60,76.280,98752,216.440,710.106,46
709,371965,24.60,76.280,98751,216.509,710.331,46
710,372492,24.61,76.298,98759,215.819,711.242,46
711,373015,24.59,76.262,98749,216.646,710.782,46
712,373538,24.59,76.280,98751,216.509,710.331,46
713,374062,24.60,76.280,98746,216.924,711.693,46
714,374585,24.60,76.280,98751,216.750,711.120,46
715,375108,24.60,76.280,98745,216.990,711.909,46
716,375631,24.60,76.280,98751,216.509,710.331,46
717,376155,24.61,76.298,98753,216.372,709.083,46
718,376678,24.60,76.280,98748,216.750,711.120,46
719,377201,24.60,76.280,98748,216.750,711.120,46
720,377728,24.60,76.280,98748,216.750,711.909,46
721,378251,24.60,76.280,98745,216.990,711.909,46
722,378774,24.61,76.262,98753,216.335,709.759,46
723,379297,24.60,76.280,98757,216.026,708.745,46
724,379821,24.59,76.262,98744,217.127,712.360,46
725,380344,24.60,76.280,98751,216.509,710.331,46
726,380866,24.60,76.280,98745,216.990,711.909,46
727,381389,24.59,76.262,98745,217.056,712.126,46
728,381913,24.60,76.280,98751,216.509,710.331,46
729,382436,24.59,76.262,98741,217.368,713.149,46
730,382959,24.59,76.262,98747,216.887,710.782,46
731,383485,24.60,76.280,98748,216.990,711.909,46
732,384009,24.60,76.262,98747,216.816,711.337,46
733,384532,24.59,76.262,98747,216.816,711.337,46
734,385055,24.60,76.280,98745,216.990,711.120,46
735,385577,24.59,76.262,98745,217.056,712.126,46
736,386101,24.59,76.262,98750,216.575,710.548,46
737,386624,24.60,76.262,98749,216.646,710.782,46
738,387146,24.59,76.262,98750,216.575,710.548,46
739,387670,24.60,76.280,98749,216.681,711.693,46
740,388193,24.61,76.298,98753,216.372,709.881,46
741,388727,24.59,76.262,98749,216.646,710.782,46
742,389251,24.59,76.262,98747,216.816,709.759,46
743,389773,24.59,76.262,98744,216.887,711.571,46
744,390296,24.59,76.262,98755,216.163,709.196,46
745,390819,24.60,76.280,98751,216.509,710.331,46
746,391342,24.60,76.280,98748,216.750,710.331,46
747,391865,24.59,76.262,98749,216.646,711.571,46
748,392388,24.59,76.262,98747,216.887,711.571,46
749,392911,24.60,76.280,98754,216.266,709.534,46
750,393435,24.60,76.280,98748,216.750,708.745,46
751,393961,24.59,76.262,98747,216.816,711.337,46
752,394484,24.60,76.280,98751,216.509,710.331,46
753,395006,24.60,76.280,98751,216.509,711.909,46
754,395530,24.60,76.280,98745,216.509,710.331,46
755,396053,24.60,76.280,98751,216.509,710.331,46
756,396576,24.59,76.262,98749,216.646,710.782,46
757,397100,24.59,76.262,98750,216.575,708.962,46
758,397623,24.59,76.262,98742,217.056,712.126,46
759,398146,24.60,76.280,98752,216.440,710.106,46
760,398669,24.59,76.262,98747,216.887,711.571,46
761,399196,24.59,76.262,98752,216.646,710.782,46
762,399719,24.60,76.298,98753,216.372,709.881,46
763,400242,24.60,76.280,98751,216.509,710.331,46
764,400765,24.60,76.280,98752,216.440,711.693,46
765,401289,24.60,76.280,98751,216.509,709.534,46
766,401812,24.59,76.262,98747,216.816,711.337,46
767,402335,24.60,76.262,98750,216.575,710.548,46
768,402857,24.59,76.262,98749,216.646,710.782,46
769,403381,24.59,76.262,98744,217.127,712.360,46
770,403904,24.60,76.280,98748,216.509,710.331,46
771,404427,24.58,76.244,98753,216.298,709.638,46
772,404954,24.59,76.262,98747,216.816,711.337,46
773,405477,24.59,76.262,98744,217.127,712.360,46
774,406000,24.59,76.262,98749,216.646,710.782,46
775,406523,24.59,76.262,98747,216.816,711.337,46
776,407047,24.59,76.262,98750,216.575,710.548,46
777,407570,24.59,76.262,98745,217.056,712.126,46
778,408093,24.59,76.280,98748,216.750,711.120,46
779,408616,24.59,76.262,98750,216.575,710.548,46
780,409140,24.59,76.262,98750,216.575,712.126,46
781,409663,24.60,76.280,98751,216.509,710.331,46
782,410189,24.60,76.280,98745,216.990,710.331,46
783,410713,24.60,76.280,98751,216.750,711.120,46
784,411236,24.60,76.280,98757,216.026,708.745,46
785,411759,24.59,76.262,98741,217.368,713.149,46
786,412282,24.59,76.262,98744,217.127,712.360,46
787,412806,24.60,76.280,98751,216.990,711.909,46
788,413329,24.59,76.262,98750,216.575,710.548,46
789,413852,24.60,76.280,98745,216.990,711.909,46
790,414375,24.59,76.262,98747,216.816,711.337,46
791,414899,24.59,76.262,98755,216.403,709.985,46
792,415425,24.60,76.280,98754,216.266,709.534,46
793,415948,24.59,76.262,98744,217.127,712.360,46
794,416472,24.59,76.262,98752,216.646,710.782,46
795,416995,24.60,76.262,98749,216.646,710.782,46
796,417518,24.59,76.262,98750,216.575,710.548,46
797,418041,24.59,76.262,98749,216.646,711.571,46
798,418565,24.59,76.262,98750,216.816,711.337,46
799,419088,24.60,76.280,98745,216.990,711.909,46
800,419611,24.58,76.244,98749,216.712,710.999,46
801,420134,24.60,76.280,98745,216.990,708.745,46
802,420661,24.59,76.280,98751,216.509,710.331,46
803,421184,24.59,76.262,98755,216.163,709.196,46
804,421707,24.59,76.262,98747,216.887,710.782,46
805,422231,24.59,76.262,98745,217.056,712.126,46
806,422754,24.59,76.262,98744,217.127,712.360,46
807,423277,24.59,76.262,98752,216.403,709.985,46
808,423800,24.60,76.280,98748,216.750,710.331,46
809,424324,24.59,76.262,98747,216.887,711.571,46
810,424847,24.59,76.280,98745,216.990,711.909,46
811,425370,24.59,76.262,98749,216.646,710.782,46
812,425893,24.59,76.262,98742,217.299,712.924,46
813,426419,24.59,76.262,98749,216.646,710.782,46
814,426942,24.59,76.262,98747,216.816,711.337,46
815,427465,24.59,76.262,98747,216.816,710.548,46
816,427988,24.59,76.262,98755,216.646,710.782,46
817,428512,24.59,76.262,98753,216.335,709.759,46
818,429035,24.59,76.262,98747,216.887,711.571,46
819,429558,24.59,76.262,98756,216.092,710.548,46
820,430082,24.59,76.262,98749,216.646,710.782,46
821,430605,24.59,76.262,98749,216.646,710.782,46
822,431127,24.59,76.262,98744,217.127,710.782,46
823,431654,24.58,76.244,98749,217.193,712.577,46
824,432177,24.58,76.244,98749,216.712,710.999,46
825,432700,24.58,76.244,98748,216.779,711.216,46
826,433223,24.58,76.244,98748,216.779,710.427,46
827,433746,24.59,76.262,98755,216.646,710.782,46
828,434270,24.59,76.262,98749,216.646,710.782,46
829,434793,24.59,76.262,98755,216.163,709.196,46
830,435316,24.59,76.262,98749,216.646,711.571,46
831,435840,24.60,76.280,98751,216.266,709.534,46
832,436363,24.59,76.262,98747,216.887,711.571,46
833,436889,24.59,76.262,98750,216.575,710.548,46
834,437412,24.60,76.280,98754,216.266,709.534,46
835,437936,24.59,76.262,98749,216.646,710.782,46
836,438459,24.59,76.262,98755,216.163,709.196,46
837,438982,24.59,76.262,98749,216.646,710.782,46
838,439505,24.59,76.262,98755,216.403,709.985,46
839,440029,24.59,76.244,98751,216.472,710.210,46
840,440552,24.59,76.262,98749,216.646,710.782,46
841,441075,24.60,76.280,98751,216.509,710.331,46
842,441598,24.60,76.280,98754,216.266,709.534,46
843,442125,24.59,76.262,98752,216.403,710.782,46
844,442648,24.60,76.280,98751,216.509,710.331,46
845,443171,24.60,76.262,98749,216.646,710.782,46
846,443695,24.59,76.262,98750,216.575,710.548,46
847,444218,24.58,76.244,98743,217.193,711.788,46
848,444741,24.59,76.262,98747,216.646,710.782,46
849,445264,24.59,76.226,98747,216.850,711.450,46
850,445788,24.59,76.262,98745,217.056,712.126,46
851,446311,24.59,76.262,98752,216.403,710.782,46
852,446834,24.59,76.262,98747,216.887,711.571,46
853,447361,24.59,76.262,98752,216.403,709.985,46
854,447884,24.59,76.262,98753,216.575,710.548,46
855,448407,24.59,76.262,98750,216.575,710.548,46
856,448930,24.59,76.262,98747,216.887,711.571,46
857,449454,24.60,76.280,98754,216.266,711.120,46
858,449977,24.59,76.262,98747,217.127,712.360,46
859,450500,24.59,76.244,98754,216.229,709.413,46
860,451023,24.59,76.262,98749,216.646,710.782,46
861,451547,24.59,76.262,98747,216.816,710.548,46
862,452070,24.60,76.280,98751,216.509,710.331,46
863,452593,24.59,76.262,98752,216.403,710.782,46
864,453120,24.60,76.280,98745,216.750,711.120,46
865,453643,24.59,76.262,98744,217.127,712.360,46
866,454166,24.59,76.262,98755,216.163,709.196,46
867,454689,24.58,76.244,98742,217.262,709.638,46
868,455213,24.59,76.262,98747,216.163,709.196,46
869,455736,24.59,76.262,98750,216.575,710.548,46
870,456259,24.59,76.262,98755,216.163,709.196,46
871,456782,24.59,76.262,98749,216.646,710.782,46
872,457306,24.60,76.280,98755,216.440,710.106,46
873,457829,24.60,76.280,98751,216.509,710.331,46
874,458355,24.59,76.262,98752,216.403,710.782,46
875,458878,24.60,76.280,98748,216.750,711.120,46
876,459402,24.59,76.244,98749,216.712,710.999,46
877,459925,24.58,76.244,98751,216.472,710.210,46
878,460448,24.59,76.262,98749,216.646,710.782,46
879,460972,24.58,76.244,98748,216.779,711.216,46
880,461495,24.59,76.262,98749,216.646,710.782,46
881,462018,24.58,76.244,98753,216.298,711.216,46
882,462541,24.58,76.244,98743,216.712,710.999,46
883,463065,24.59,76.262,98755,216.163,709.196,46
884,463591,24.59,76.262,98747,216.816,712.924,46
885,464114,24.59,76.262,98755,216.646,710.782,46
886,464637,24.59,76.262,98755,216.163,709.196,46
887,465161,24.59,76.262,98745,217.056,712.126,46
888,465684,24.58,76.244,98751,216.472,710.999,46
889,466207,24.59,76.262,98750,216.816,711.337,46
890,466731,24.59,76.262,98749,216.646,710.782,46
891,467254,24.58,76.244,98748,216.779,711.216,46
892,467777,24.59,76.262,98750,216.575,711.337,46
893,468300,24.59,76.262,98744,216.887,711.571,46
894,468827,24.59,76.262,98749,216.646,710.782,46
895,469350,24.59,76.262,98750,216.575,710.548,46
896,469873,24.60,76.280,98757,216.026,708.745,46
897,470396,24.60,76.280,98751,216.509,710.331,46
898,470920,24.59,76.262,98750,216.575,710.548,46
899,471442,24.59,76.262,98749,216.646,710.782,46
900,471965,24.59,76.262,98753,216.335,709.759,46
901,472488,24.60,76.280,98745,216.990,711.909,46
902,473012,24.60,76.280,98745,216.990,711.909,46
903,473535,24.59,76.262,98745,217.056,710.548,46
904,474058,24.59,76.280,98751,216.509,710.331,46
905,474586,24.59,76.262,98755,216.163,711.571,46
906,475109,24.59,76.262,98756,217.056,712.126,46
907,475631,24.59,76.280,98751,216.509,710.331,46
908,476154,24.60,76.280,98754,216.266,709.534,46
909,476678,24.60,76.280,98751,216.509,711.120,46
910,477201,24.60,76.280,98751,216.509,710.331,46
911,477724,24.59,76.262,98747,216.816,711.337,45
912,478247,24.60,76.280,98748,216.750,711.120,46
913,478771,24.60,76.280,98751,216.509,710.331,46
914,479294,24.60,76.280,98757,216.026,708.745,46
915,479825,24.59,76.262,98745,217.056,712.126,46
916,480349,24.60,76.280,98752,216.440,710.106,46
917,480872,24.60,76.280,98752,216.440,710.106,46
918,481395,24.60,76.280,98751,216.509,709.534,46
919,481918,24.59,76.262,98745,216.092,708.962,46
920,482442,24.60,76.280,98745,216.990,711.909,46
921,482964,24.59,76.262,98749,216.646,710.782,46
922,483487,24.60,76.280,98751,216.509,710.331,46
923,484011,24.60,76.280,98745,216.750,711.120,46
924,484534,24.60,76.280,98751,216.509,710.331,46
925,485060,24.60,76.280,98751,216.509,711.120,46
926,485583,24.60,76.280,98748,216.750,711.120,46
927,486107,24.60,76.262,98747,216.816,711.337,46
928,486630,24.60,76.280,98749,216.681,710.895,46
929,487153,24.60,76.280,98751,216.509,710.331,46
930,487676,24.59,76.262,98741,217.368,713.149,46
931,488200,24.60,76.280,98751,216.509,710.331,46
932,488723,24.59,76.262,98750,216.575,710.548,46
933,489246,24.60,76.280,98754,216.509,710.331,46
934,489769,24.59,76.262,98755,216.163,709.196,46
935,490297,24.59,76.262,98749,216.646,709.985,46
936,490820,24.60,76.280,98757,216.509,710.331,46
937,491342,24.59,76.280,98751,216.509,710.331,46
938,491866,24.60,76.280,98748,216.750,711.120,46
939,492389,24.59,76.262,98749,216.646,710.782,46
940,492912,24.59,76.262,98747,216.575,710.548,46
941,493435,24.59,76.262,98745,217.056,712.126,46
942,493959,24.59,76.262,98749,216.646,710.782,46
943,494482,24.59,76.262,98755,216.163,710.782,46
944,495005,24.60,76.280,98754,216.026,708.745,46
945,495528,24.59,76.280,98748,216.750,711.120,46
946,496055,24.59,76.262,98747,216.816,710.548,46
947,496578,24.59,76.262,98758,215.922,708.407,46
948,497101,24.59,76.262,98747,216.887,711.571,46
949,497625,24.59,76.262,98752,216.403,709.985,46
950,498148,24.59,76.262,98750,216.575,707.384,46
951,498671,24.59,76.262,98752,216.403,709.985,46
952,499194,24.60,76.262,98750,216.575,710.548,46
953,499718,24.60,76.280,98751,216.509,710.331,46
954,500241,24.59,76.262,98756,216.092,710.548,46
955,500764,24.59,76.262,98749,216.646,710.782,46
956,501291,24.60,76.280,98751,216.509,710.331,46
957,501814,24.59,76.262,98747,217.056,712.126,46
958,502337,24.60,76.280,98751,216.509,710.331,46
959,502860,24.59,76.262,98745,217.056,712.126,46
960,503384,24.59,76.262,98749,216.646,710.782,46
961,503907,24.61,76.298,98750,216.372,709.881,45
962,504430,24.61,76.280,98746,216.924,711.693,46
963,504953,24.60,76.280,98751,216.509,710.331,46
964,505477,24.60,76.280,98751,216.509,711.120,46
965,506000,24.60,76.280,98752,216.200,709.317,46
966,506526,24.60,76.280,98751,216.509,710.331,46
967,507049,24.60,76.280,98754,216.266,710.331,46
968,507573,24.60,76.280,98751,216.509,710.331,46
969,508096,24.60,76.280,98754,216.266,709.534,46
970,508619,24.59,76.262,98747,216.816,711.337,46
971,509143,24.60,76.280,98751,216.509,711.909,46
972,509666,24.60,76.280,98751,216.509,710.331,46
973,510189,24.60,76.298,98753,216.372,709.881,46
974,510712,24.60,76.280,98752,216.440,710.106,46
975,511236,24.60,76.280,98757,216.026,711.120,46
976,511762,24.61,76.298,98747,216.853,711.458,46
977,512285,24.61,76.298,98758,215.888,709.881,46
978,512807,24.60,76.280,98752,216.440,710.106,46
979,513331,24.60,76.280,98745,216.990,711.909,46
980,513854,24.60,76.262,98752,216.403,709.985,46
981,514376,24.60,76.280,98751,216.509,710.331,46
982,514899,24.60,76.280,98745,216.990,710.331,46
983,515423,24.60,76.280,98745,216.509,710.331,46
984,515945,24.61,76.298,98747,216.853,711.458,46
985,516468,24.60,76.280,98746,216.924,711.693,46
986,516992,24.59,76.262,98745,217.299,712.924,46
987,517518,24.60,76.280,98749,216.681,710.895,46
988,518040,24.59,76.280,98751,216.509,710.331,46
989,518563,24.59,76.262,98756,216.092,708.962,46
990,519087,24.60,76.280,98746,216.924,711.693,46
991,519610,24.60,76.280,98746,216.681,710.895,46
992,520132,24.60,76.298,98753,216.372,709.881,46
993,520655,24.61,76.298,98751,216.543,710.444,46
994,521179,24.61,76.298,98750,216.612,709.881,46
995,521702,24.60,76.280,98751,216.750,711.120,46
996,522224,24.61,76.298,98753,216.372,709.881,46
997,522750,24.61,76.298,98758,215.888,709.881,46
998,523274,24.61,76.298,98753,216.612,710.670,46
999,523797,24.60,76.298,98753,216.372,709.881,46
1000,524321,24.62,76.316,98754,216.232,709.421,46
1001,524845,24.62,76.316,98751,216.475,711.008,46
1002,525368,24.61,76.298,98753,216.372,709.881,46
1003,525891,24.60,76.298,98758,215.888,708.294,46
1004,526414,24.60,76.280,98749,216.681,710.895,46
1005,526938,24.60,76.280,98748,216.750,710.331,46
1006,527461,24.61,76.298,98753,216.372,709.881,46
1007,527987,24.61,76.298,98753,216.303,711.242,46
1008,528510,24.61,76.298,98744,216.853,711.458,46
1009,529033,24.59,76.262,98745,217.056,712.126,46
1010,529556,24.61,76.298,98747,216.853,711.458,46
1011,530079,24.60,76.280,98751,216.509,710.331,46
1012,530603,24.60,76.280,98751,216.750,711.120,46
1013,531126,24.61,76.298,98753,216.372,709.881,46
1014,531649,24.61,76.298,98747,216.853,711.458,46
1015,532172,24.61,76.298,98748,216.786,711.242,46
1016,532696,24.62,76.316,98749,216.956,711.797,46
1017,533222,24.61,76.298,98753,216.303,709.655,46
1018,533745,24.60,76.280,98752,216.440,710.106,46
1019,534268,24.60,76.280,98752,216.440,710.106,46
1020,534793,24.61,76.298,98751,216.543,710.444,46
1021,535316,24.60,76.280,98755,216.200,709.317,46
1022,535839,24.61,76.298,98753,216.786,711.242,46
1023,536363,24.60,76.280,98751,216.509,710.331,45
1024,536886,24.60,76.280,98752,216.440,710.106,46
1025,537409,24.61,76.298,98753,216.303,709.655,46
1026,537932,24.60,76.280,98749,216.440,710.106,46
